bookid,title,author,genres,rating,numofratings,bbescores,pages,price
36358,Awakened,Ednah Walters,Angels,4.05,2071,88,272,7.0
36359,Marriage Most Scandalous,Johanna Lindsey,Historical Romance,3.85,6492,88,424,1.0
36360,"Junie B., First Grader (at Last!)",Barbara Park,Childrens,4.04,7524,88,96,5.0
36361,The Broken Crown,Michelle West,Fantasy,3.93,2899,88,764,3.0
36362,Surviving the Island of Grace: A Memoir of Alaska,Leslie Leyland,Memoir,3.99,175,88,352,7.0
36363,Plan B: Further Thoughts on Faith,Anne Lamott,Nonfiction,4.03,20175,88,352,2.0
36364,The Secret of Joy,Melissa Senate,Chick Lit,3.63,1248,88,352,3.0
36365,Skin Tight,Ava Gray,Paranormal Romance,3.88,770,88,308,1.0
36366,"Gunnerkrigg Court, Volume 2: Research",Thomas Siddell,Fantasy,4.4,2767,88,296,45.0
36367,Ruffian: Burning From the Start,Jane Schwartz,Nonfiction,4.36,2557,88,344,5.0
36368,All The Possibilities,Nora Roberts,Romance,4.02,4345,88,218,3.0
36369,Catching Midnight,Emma Holly,Paranormal,3.71,1139,88,320,5.0
36370,Lars Saabye Christensen's Beatles,Kerstin Ketteman,Fiction,4.18,87,88,140,55.0
36371,Lafayette,Harlow Giles,Biography,4.38,872,88,452,8.0
36372,Nikita's Childhood,Aleksey Nikolayevich,Russian Literature,3.98,171,88,140,5.0
36374,The Orc King,RA Salvatore,Fantasy,4.13,12678,88,346,4.0
36375,Polaris,Jack McDevitt,Science Fiction,3.87,4792,88,370,6.0
36376,"The Element of Lavishness: Letters of Sylvia Townsend Warner & William Maxwell, 1938-1978",Sylvia Townsend,Nonfiction,4.49,75,88,340,7.0
36377,Under the Cajun Moon,Mindy Starns,Mystery,3.98,1392,88,352,3.0
36378,Laura Ingalls Wilder's Fairy Poems,Laura Ingalls,Poetry,4.02,149,88,39,11.0
36379,Adrift: Seventy-Six Days Lost at Sea,Steven Callahan,Nonfiction,4.12,16189,88,344,5.0
36380,Chocolate Horse,Bonnie Bryant,Horses,3.82,228,88,160,5.0
36381,Whistling in the Dark,Tamara Allen,Historical,4.17,1212,88,336,16.0
36382,Faded Coat of Blue,Owen Parry,Historical Fiction,4.02,768,88,352,3.0
36383,The Owl Service,Alan Garner,Fantasy,3.71,5811,88,240,5.0
36384,When the Hero Comes Home,Gabrielle Harbowy,Fantasy,4.06,97,88,296,15.0
36385,The Battersea Park Road to Paradise,Isabel Losada,Nonfiction,3.75,225,88,320,1.0
36386,The Bone Key: The Necromantic Mysteries of Kyle Murchison Booth,Sarah Monette,Horror,4.1,1233,88,253,37.0
36387,Kisses from Hell,Kristin Cast,Young Adult,3.62,7254,88,262,3.0
36388,A Man to Call My Own,Johanna Lindsey,Romance,3.84,5388,88,442,3.0
36389,Still She Haunts Me,Katie Roiphe,Fiction,3.4,421,88,240,3.0
36390,Reading Between the Lines,Gene Edward,Nonfiction,4.18,403,88,256,5.0
36391,How We Live and Why We Die: The Secret Lives of Cells,Lewis Wolpert,Science,3.58,267,88,256,3.0
36392,Invidia,Nicci Sefton,,3.75,20,88,256,7.0
36394,Fables: 1001 Nights of Snowfall,Bill Willingham,Graphic Novels,4.14,14949,88,140,5.0
36395,My Shit Life So Far,Frankie Boyle,Nonfiction,3.4,3194,88,291,2.0
36396,Every Day I Love You More: (Just Not Today): Lessons in Loving One Partner for Life,Nancy Shulins,Marriage,3.39,28,88,224,5.0
36397,Agatha Raisin and the Murderous Marriage,MC Beaton,Mystery,3.81,9610,88,196,2.0
36399,Lucifer Rising,Sharon Bowers,Fiction,4.14,205,88,352,6.0
36400,The Art of Walt Disney: From Mickey Mouse to the Magic Kingdoms,Christopher Finch,Art,4.12,2349,88,504,16.0
36402,Meditations on the Tarot: A Journey into Christian Hermeticism,Valentin Tomberg,Tarot,4.51,394,88,688,20.0
36403,The Claw of the Conciliator,Gene Wolfe,Fantasy,3.98,10616,88,303,4.0
36404,A Time of Justice,Katharine Kerr,Fantasy,4.12,4802,88,465,2.0
36405,"The Heart and the Fist: The Education of a Humanitarian, the Making of a Navy SEAL",Eric Greitens,Nonfiction,4.13,8681,88,320,3.0
36407,Let the Night Begin,Kathryn Smith,Paranormal Romance,4.1,1726,88,384,3.0
36408,Forbidden Embrace,Charlotte Blackwell,Vampires,4.14,237,88,228,14.0
36409,The Word Processing Book: A Short Course in Computer Literacy,Peter A,Reference,3.5,6,88,281,5.0
36410,Circle of Fire,Michelle Zink,Young Adult,3.9,3609,88,362,5.0
36411,Jewels of the Tsars: The Romanovs and Imperial Russia,Prince Michael,History,4.31,83,88,192,108.0
36413,The Lost Book of Enki,Zecharia Sitchin,History,4.14,1200,88,330,13.0
36414,"Fresh Wind, Fresh Fire: What Happens When God's Spirit Invades the Heart of His People",Jim Cymbala,Christian,4.27,15830,88,188,3.0
36415,London's Perfect Scoundrel,Suzanne Enoch,Historical Romance,4.05,8298,88,372,1.0
36416,"Healing Pain: The Innovative, Breakthrough Plan to Overcome Your Physical Pain and Emotional Suffering",Ann M,,4.57,7,88,256,3.0
36417,Lit!: A Christian Guide to Reading Books,Tony Reinke,Nonfiction,4.13,2558,88,202,11.0
36418,"There's A Riot Going On: Revolutionaries, Rock Stars, and the Rise and Fall of '60s Counter-Culture",Peter Doggett,Music,3.61,169,88,608,2.0
36421,Fall for Anything,Courtney Summers,Young Adult,3.76,5886,88,224,0.0
36422,Plain Promise,Beth Wiseman,Amish,4.34,1694,88,328,4.0
36423,Boxing the Compass,Richard Greene,Poetry,3.67,18,88,99,5.0
36424,"Falling for Me: How I Hung Curtains, Learned to Cook, Traveled to Seville, and Fell in Love",Anna David,Memoir,3.37,380,88,320,7.0
36427,Boondock Saints Volume 1: In Nomine Patris,Chris Brunner,Graphic Novels,3.84,44,88,152,19.0
36428,The Missing Chums,Franklin W,Mystery,3.89,6046,88,192,1.0
36430,Eye of Cat,Roger Zelazny,Science Fiction,3.64,1593,88,181,3.0
36432,The Pine Barrens,John McPhee,Nonfiction,4.18,2857,88,157,12.0
36433,Rebirth,Sophie Littlefield,Zombies,3.79,1266,88,384,10.0
36435,Garden of Evil,Emma Harrison,Fantasy,3.99,662,88,208,3.0
36436,The Medieval Health Handbook - Tacuinum Sanitatis,Luisa Cogliati,Nonfiction,4.48,21,88,156,4.0
36437,The Hood Life,Meesha Mink,Urban,4.38,907,88,303,4.0
36439,Damage Control,Denise Hamilton,Mystery,3.55,584,88,372,5.0
36440,Powers,Deborah Lynn,Young Adult,3.56,272,88,192,6.0
36441,The Ice Cream Girls,Dorothy Koomson,Fiction,3.99,10358,88,452,3.0
36443,Immortal,Traci L,Historical Fiction,3.77,786,88,515,2.0
36444,Ice Haven,Daniel Clowes,Comics,3.88,6078,88,88,5.0
36445,Selected Poems,EE Cummings,Poetry,4.23,13041,88,208,2.0
36446,Dark Gold,Christine Feehan,Paranormal Romance,4.17,24035,88,382,3.0
36447,Five Red Herrings,Dorothy L,Mystery,3.82,11789,88,354,5.0
36449,"School Rumble, Vol. 1",Jin Kobayashi,Manga,3.85,1618,88,177,5.0
36451,Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,Daniel Pinchbeck,Nonfiction,4.06,3104,88,336,13.0
36452,Beneath a Rising Moon,Keri Arthur,Paranormal,4.01,2898,88,248,5.0
36453,The Come-back Girl,Katie Price,Chick Lit,3.97,628,88,347,2.0
36454,Uncharted TerriTORI,Tori Spelling,Nonfiction,3.6,4873,88,214,2.0
36455,Chronicles of Ancient Darkness Complete Boxed Set,Michelle Paver,Fantasy,4.66,498,88,6,483.0
36456,They Never Came Home,Lois Duncan,Young Adult,3.49,1696,88,192,3.0
36457,The Small Hand,Susan Hill,Horror,3.45,5531,88,167,2.0
36458,The Whole Shebang: A State-of-the-Universe[s] Report,Timothy Ferris,Science,4.06,2336,88,400,4.0
36459,Somebody to Love?: A Rock-and-Roll Memoir,Grace Slick,Music,3.74,1248,88,384,5.0
36460,Mary Poppins in Cherry Tree Lane,PL Travers,Classics,3.94,1607,88,91,14.0
36461,"Bonhoeffer: Pastor, Martyr, Prophet, Spy",Eric Metaxas,Biography,4.21,58437,88,608,8.0
36462,The Years with Ross,James Thurber,Biography,4.13,449,88,304,7.0
36464,Mythology,Philip Wilkinson,Mythology,3.87,344,88,352,5.0
36466,A Life Inside: A Prisoner's Notebook,Erwin James,Biography,4.15,137,88,200,17.0
36467,Ford County,John Grisham,Fiction,3.62,20409,88,308,4.0
36468,Mud City,Deborah Ellis,Historical Fiction,3.96,3843,88,176,2.0
36469,Meghan Method,Meghan Carter,Nonfiction,3.73,56,88,396,6.0
36470,"The Five Books of Moses: Genesis, Exodus, Leviticus, Numbers, Deuteronomy: Genesis, Exodus, Leviticus, Numbers, Deuteronomy : A New Translation with Introductions, Commentary: 1",Everett Fox,Religion,4.41,312,88,1056,15.0
36474,Gentlemen Prefer Succubi,Jill Myles,Paranormal Romance,3.74,3293,88,329,3.0
36475,Flashman on the March,George MacDonald,Historical Fiction,4.08,2147,88,352,5.0
36476,Starting Strength,Mark Rippetoe,Fitness,4.44,8441,88,347,10.0
36477,In Dreams Begin Responsibilities and Other Stories,Delmore Schwartz,Short Stories,4.06,696,88,202,6.0
36479,Sir Rowan and the Camerian Conquest,Chuck Black,Fantasy,4.39,570,88,192,17.0
36481,The American Zone,L Neil,Science Fiction,3.84,96,88,352,10.0
36482,"Ursula, Under",Ingrid Hill,Fiction,3.71,1476,88,476,2.0
36483,Deception,Grace Cavendish,Historical Fiction,4.05,1169,88,224,5.0
36484,Before You Leap: A Frog's-Eye View of Life's Greatest Lessons,Kermit the,Humor,3.9,830,88,222,3.0
36485,The Dangerous Rescue,Jude Watson,Star Wars,3.84,1592,88,138,4.0
36486,Mortal Allies,Brian Haig,Fiction,4.19,2223,88,608,7.0
36487,A Manhattan Ghost Story,TM Wright,Horror,3.15,236,88,275,2.0
36488,Them,Joyce Carol,Fiction,3.71,3080,88,576,10.0
36490,Heart of the Hunter,Tina St,Romance,3.74,3326,88,410,11.0
36492,Counterfeit Magic,Kelley Armstrong,Urban Fantasy,4.14,4740,88,144,3.0
36495,Dust of Eden,Thomas Sullivan,Horror,3.21,38,88,368,5.0
36496,Mrs. Jeffries on the Ball,Emily Brightwell,Mystery,3.95,916,88,200,13.0
36500,"Aria, Volume 1",Kozue Amano,Manga,3.92,982,88,178,2.0
36501,Man on Fire,AJ Quinnell,Thriller,4.24,3343,88,320,3.0
36503,Collision Course,Gordon Korman,Historical Fiction,4.01,1549,88,176,1.0
36504,"Men's Garments, 1830-1900: Guide to Pattern Cutting and Tailoring",RI Davis,Fashion,4.42,19,88,176,796.0
36508,Captive of My Desires,Johanna Lindsey,Historical Romance,4.04,10845,88,464,1.0
36509,The Ten Best Days of My Life,Adena Halpern,Chick Lit,3.62,1551,88,261,2.0
36512,The Gathering (The damnation Chronicles: Book 3),Joseph Sweet,,4.6,10,88,216,12.0
36514,Lady Macbeth,Susan Fraser,Historical Fiction,3.8,2319,88,340,3.0
36519,The Widow Clicquot: The Story of a Champagne Empire and the Woman Who Ruled It,Tilar J,Nonfiction,3.49,4028,88,288,11.0
36522,The Planet Savers,Marion Zimmer,Science Fiction,3.74,1693,88,91,30.0
36523,The Complete Clive Barker's The Great And Secret Show,Chris Ryall,Horror,4.23,17806,88,136,20.0
36524,A Dream Unfolding,Karen Baney,Christian Fiction,3.97,665,88,352,18.0
36526,Don't Breathe a Word,Holly Cupala,Young Adult,3.87,3264,88,299,0.0
36527,Steven's Big Crush,Francine Pascal,Childrens,3.64,81,88,96,2.0
36528,American Icon: Alan Mulally and the Fight to Save Ford Motor Company,Bryce G,Business,4.41,3347,88,432,5.0
36529,Howard the Duck Omnibus,Steve Gerber,Comics,4.25,198,88,808,92.0
36531,The Shapeshifters: The Kiesha'ra of the Den of Shadows,Amelia Atwater-Rhodes,Fantasy,4.36,1514,88,968,5.0
36533,The Book of Ebenezer Le Page,GB Edwards,Fiction,4.25,1612,88,427,3.0
36534,Legend of the Guardians: The Owls of Ga'hoole,Kathryn Lasky,Fantasy,4.1,1961,88,14,11.0
36536,Wings of the Morning,Lori Wick,Christian Fiction,4.24,5756,88,273,7.0
36539,Mr. Chartwell,Rebecca Hunt,Fiction,3.41,2036,88,242,3.0
36542,The Private World of Tasha Tudor,Tasha Tudor,Biography,4.42,736,88,144,39.0
36548,The Messenger,Daniel Silva,Fiction,4.22,24301,88,352,2.0
36549,"Run, Mummy, Run",Cathy Glass,Nonfiction,4.35,1792,88,295,1.0
36551,Where We Belong,Emily Giffin,Chick Lit,3.88,88152,88,372,2.0
36552,Second Hearts,GJ Walker-Smith,Romance,4.42,3969,88,374,6.0
36553,I Do (But I Don't),Cara Lockwood,Chick Lit,3.69,10365,88,352,3.0
36554,Deadly Sting,Jennifer Estep,Urban Fantasy,4.14,8831,88,369,6.0
36555,Torn,HM Ward,Paranormal,4.07,1399,88,301,14.0
36557,Killer Year: A Criminal Anthology,Lee Child,Mystery,3.58,716,88,352,5.0
36558,Take Three,Karen Kingsbury,Christian Fiction,4.33,6052,88,336,2.0
36563,The Narrows,Ronald Malfi,Horror,3.91,825,88,295,10.0
36565,Horrid Henry Tricks the Tooth Fairy,Francesca Simon,Childrens,4.04,1401,88,112,1.0
36569,The Republican Brain: The Science of Why They Deny Science—and Reality,Chris C,Politics,3.89,1180,88,336,3.0
36570,The Midnight Dancers,Regina Doman,Fairy Tales,4.08,814,88,226,15.0
36571,Keep It Simple For Busy Women,Emilie Barnes,Nonfiction,4.14,14,88,270,3.0
36572,Korval's Game,Sharon Lee,Science Fiction,4.55,691,88,829,4.0
36573,The Light within Islam,Darussalam (Editor),Islam,4.66,32,88,91,8.0
36581,The Demon's Surrender,Sarah Rees,Young Adult,4.0,3235,88,387,3.0
36582,First Blast of the Trumpet Against the Monstrous Regiment of Women,Eric McCormack,Fiction,3.54,129,88,288,15.0
36583,Double Shot,Erynn Mangum,Christian Fiction,4.31,1005,88,285,4.0
36586,An Outrageous Proposal,Maureen Child,Harlequin,3.63,180,88,192,5.0
36588,The Blue Afternoon,William Boyd,Fiction,3.77,2456,88,367,7.0
36591,Miss Lazar Is Bizarre!,Dan Gutman,Fiction,4.16,1454,88,96,4.0
36594,A Fortress of Grey Ice,JV Jones,Fantasy,3.98,5666,88,624,4.0
36595,November Blues,Sharon M,Young Adult,4.31,3780,88,316,2.0
36596,Letters of E.B. White,EB White,Nonfiction,4.15,800,88,736,12.0
36597,Dancing in the Dark,Robyn Bavati,Young Adult,4.02,519,88,321,6.0
36601,"Innocence, Knowledge, and Wonder: What Happened to the Sense of Wonder I Felt as a Child?",Osho,Nonfiction,4.23,110,88,182,6.0
36604,The Chaos of Stars,Kiersten White,Fantasy,3.59,8533,88,277,3.0
36612,Asa,Jay Crownover,Romance,4.17,15657,88,416,8.0
36615,Tawassul: Its Types And Its Rulings,محمد ناصر,Islam,4.25,64,88,165,3.0
36617,Revolution 19,Gregg Rosenblum,Young Adult,3.43,1995,88,266,4.0
36619,The Education of a Very Young Madam,Ma-Ling Lee,Nonfiction,3.05,139,88,224,5.0
36621,Captain America: Winter Soldier,Ed Brubaker,Comics,4.32,4826,88,304,3.0
36623,The Kill Switch,James Rollins,Thriller,4.15,8085,88,400,3.0
36626,The Adventures of Holly Hobbie,Richard S,Fiction,4.18,97,88,261,3.0
36629,For the Love of Dogs,Suzanne Woods,Fiction,4.28,43,88,284,9.0
36630,The Ten Thousand,Harold Coyle,Fiction,4.1,2242,88,592,3.0
36632,The Godfather Doctrine: A Foreign Policy Parable,John C,Nonfiction,3.83,64,88,85,5.0
36633,The Fire Wish,Amber Lough,Fantasy,3.65,1899,88,320,3.0
36634,The Alchemy Press Book of Ancient Wonders,Jan Edwards,,3.86,21,88,252,10.0
36636,The Killing Moon,NK Jemisin,Fantasy,3.92,13475,88,440,8.0
36638,The Glory of Their Times: The Story of the Early Days of Baseball Told by the Men Who Played It,Lawrence S,Baseball,4.33,4488,88,384,4.0
36639,Sugar and Spice,Lisa Papademetriou,Realistic Fiction,4.27,1146,88,240,5.0
36640,Night Child,Jes Battis,Urban Fantasy,3.4,1394,88,292,0.0
36641,The Nigger Factory,Gil Scott-Heron,Fiction,3.8,225,88,247,5.0
36642,The Kestrel,Lloyd Alexander,Fantasy,3.99,2953,88,244,7.0
36645,The Vanished,Sarah Dalton,Young Adult,3.78,798,88,294,14.0
36649,Going Home,Danielle Steel,Romance,3.7,3984,88,385,3.0
36650,Blood Cursed,Alex Archer,Fantasy,3.77,192,88,320,5.0
36651,"Wendy Richard...No ""S""",Wendy Richard,,3.83,12,88,287,2.0
36653,Girls with Swords: How to Carry Your Cross Like a Hero,Lisa Bevere,Christian,4.09,1844,88,240,2.0
36657,A Hope Springs Christmas,Patricia Davids,Amish,4.26,416,88,224,3.0
36659,The Practice of Godliness,Jerry Bridges,Christian Living,4.36,1936,88,240,3.0
36660,Annie Dunne,Sebastian Barry,Fiction,3.88,1358,88,240,4.0
36661,Little Black Book,Tabatha Vargo,Romance,3.89,7470,88,284,3.0
36662,The Winter Journey,Cynthia Harrod-Eagles,Historical Fiction,4.32,301,88,624,2.0
36664,My Crowd,Charles Addams,Comics,4.31,791,88,192,21.0
36665,The Secret of Chimneys,Agatha Christie,Mystery,3.86,16254,88,400,3.0
36668,Haven,Kay Hooper,Mystery,3.98,5595,88,326,3.0
36669,Classics of Horror: Frankenstein Dr. Jekyll & Mr. Hyde Dracula,Mary Wollstonecraft,Classics,4.29,2542,88,510,39.0
36670,Nice Girls Don't Bite Their Neighbors,Molly Harper,Vampires,4.22,10053,88,337,4.0
36671,Daniel: A Commentary,Chris White,,3.67,15,88,324,14.0
36672,The Year of Our War,Steph Swainston,Fantasy,3.61,1356,88,385,4.0
36673,Queenisms: 101 Jolts of Inspiration,Kathy Kinney,,4.11,88,88,110,7.0
36674,The Bette Davis Club,Jane Lotter,Fiction,3.83,13969,88,268,5.0
36676,Stranger,Zoe Archer,Romance,3.68,712,88,463,3.0
36677,Bitter Melon,Cara Chow,Young Adult,3.81,1308,88,309,4.0
36682,Death Comes for the Fat Man,Reginald Hill,Mystery,4.16,2969,88,404,3.0
36684,A Plato Reader: Eight Essential Dialogues,Plato CDC,Philosophy,3.99,85,88,592,11.0
36688,White Gardenia,Belinda Alexandra,Historical Fiction,3.96,3772,88,592,8.0
36692,Who Was Rosa Parks?,Yona Zeldis,Biography,4.25,1276,88,112,5.0
36695,"Still..., All By My Lonely-THE ORGANIZATION part two",Black Coffee,,5.0,7,88,351,17.0
36696,Cunt-Ups,Dodie Bellamy,Poetry,4.16,151,88,67,12.0
36700,Rites of Passage,Joy N,Young Adult,3.97,5171,88,416,3.0
36701,Stepping on the Cracks,Mary Downing,Historical Fiction,4.08,3516,88,224,5.0
36703,Smart Girls Get What They Want,Sarah Strohmeyer,Young Adult,3.98,6448,88,348,3.0
36704,Party Games,RL Stine,Horror,3.43,2815,88,277,6.0
36710,They Poured Fire on Us from the Sky: The True Story of Three Lost Boys from Sudan,Benson Deng,Nonfiction,4.18,8677,88,334,6.0
36711,Reaper's Stand,Joanna Wylde,Romance,4.31,20471,88,352,13.0
36712,The Nightmarys,Dan Poblocki,Horror,3.84,2084,88,336,5.0
36713,Summer at Willow Lake,Susan Wiggs,Romance,3.96,11751,88,534,3.0
36717,The Evolution of Bruno Littlemore,Benjamin Hale,Fiction,3.58,2551,88,578,2.0
36718,The Secret Crown,Chris Kuzneski,Thriller,3.98,3221,88,465,2.0
36719,Atticus,Ron Hansen,Fiction,3.7,1429,88,256,2.0
36722,The Wind in the Willows,Malvina G,Classics,3.82,323,88,240,3.0
36723,Clans of the Alphane Moon,Philip K,Science Fiction,3.74,4776,88,256,5.0
36724,The Midnight Guardian,Sarah-Jane Stratford,Vampires,3.39,312,88,296,6.0
36736,Vanished,Tim Weaver,Crime,4.14,2250,88,486,3.0
36738,Pitfall,Cameron Bane,Thriller,4.11,63,88,332,14.0
36740,Ashburn,Julia Erickson,Christian Fiction,4.13,23,88,326,17.0
36742,Sons of Fire: Volume 1,Adam Lance,Graphic Novels,3.86,44,88,78,9.0
36744,American Elsewhere,Robert Jackson,Horror,3.78,5559,88,662,3.0
36745,Last of the Amazons,Steven Pressfield,Historical Fiction,3.75,2676,88,400,3.0
36748,The Corrosion of Character: The Personal Consequences of Work in the New Capitalism,Richard Sennett,Sociology,3.91,1227,88,176,3.0
36749,How to Create a Mind: The Secret of Human Thought Revealed,Ray Kurzweil,Science,3.97,6476,88,336,5.0
36750,Steps,Jerzy Kosiński,Fiction,3.79,3062,88,148,17.0
36754,"The Science Fiction Hall of Fame, Volume Two A: The Greatest Science Fiction Novellas of All Time Chosen by the Members of The Science Fiction Writers of America",Ben Bova,Science Fiction,4.33,3960,88,544,12.0
36756,The Puppet Masters,Robert A,Science Fiction,3.88,29902,88,416,8.0
36758,The Crocodile,Fyodor Dostoyevsky,Classics,3.67,1514,88,48,11.0
36763,Rider,Jim Bernheimer,Fantasy,3.85,335,88,250,5.0
36766,Crossed Bones,Carolyn Haines,Mystery,4.12,2252,88,354,4.0
36767,Cocktail Hour Under the Tree of Forgetfulness,Alexandra Fuller,Memoir,3.88,11265,88,256,2.0
36768,Blood Prophecy,Alyxandra Harvey,Vampires,4.2,2776,88,496,1.0
36771,Outlaw Blues: A Book of Rock Music,Paul Williams,Music,4.07,14,88,212,9.0
36774,Taylor's Gift: A Courageous Story of Giving Life and Renewing Hope,Todd Storch,Nonfiction,4.42,477,88,332,3.0
36775,The Forget-Me-Not Summer,Leila Howland,Middle Grade,4.15,675,88,352,3.0
36776,Last of the Zinja,Robert Shea,Fiction,4.27,420,88,428,5.0
36782,"The Day the World Came to Town: 9/11 in Gander, Newfoundland",Jim DeFede,Nonfiction,4.19,26094,88,256,7.0
36790,The Rose of Tibet,Lionel Davidson,Fiction,3.61,909,88,256,9.0
36791,A Brief Guide to Star Wars,Brian J,Star Wars,3.42,55,88,288,5.0
36794,Vehicles: Experiments in Synthetic Psychology,Valentino Braitenberg,Science,4.4,386,88,168,16.0
36795,The Room,Jonas Karlsson,Fiction,3.56,4340,88,190,5.0
36796,Writing About Movies,Karen M,Film,3.6,58,88,288,5.0
36800,To the Last Man: A Novel of the First World War,Jeff Shaara,Historical Fiction,4.23,6043,88,636,4.0
36801,Crossing Over,John Edward,Nonfiction,3.9,1788,88,261,2.0
36802,Fantasy Pieces in Callot's Manner,ETA Hoffmann,19th Century,3.6,121,88,327,570.0
36805,The Leader Who Had No Title: A Modern Fable on Real Success in Business and in Life,Robin S,Leadership,3.95,9254,88,224,5.0
36806,The Wizard of London,Mercedes Lackey,Fantasy,3.79,6854,88,384,2.0
36808,Desperation / The Regulators: Box Set,Stephen King,Horror,4.08,3564,88,1075,17.0
36809,The Country Under My Skin: A Memoir of Love and War,Gioconda Belli,Nonfiction,4.19,2047,88,380,5.0
36810,Wilt On High,Tom Sharpe,Humor,3.87,2564,88,352,2.0
36811,Vile Bodies,Evelyn Waugh,Fiction,3.78,12254,88,322,8.0
36812,Unemployable!,David Thomas,Business,4.15,26,88,194,32.0
36813,Thirteen Steps Down,Ruth Rendell,Mystery,3.57,3154,88,340,5.0
36818,The Ghosts of Belfast,Stuart Neville,Mystery,3.89,6969,88,336,6.0
36819,One of Us: Conjoined Twins and the Future of Normal,Alice Domurat,Nonfiction,3.93,344,88,198,9.0
36823,Once Broken Faith,Seanan McGuire,Urban Fantasy,4.37,7921,88,420,6.0
36826,Palpasa Café,Narayan Wagle,Fiction,3.95,2012,88,240,13.0
36828,Comics Squad: Recess!,Jennifer L,Graphic Novels,4.17,2863,88,133,2.0
36831,Breath of Fire,Amanda Bouchet,Fantasy,4.07,12319,88,432,1.0
36832,The Seven Minutes,Irving Wallace,Fiction,3.82,1335,88,607,20.0
36833,Start With Why: by Simon Sinek | Summary & Analysis,NOT A,Business,3.92,13,88,52,8.0
36835,Legally Blonde,Amanda Brown,Chick Lit,3.69,13095,88,272,2.0
36836,My 60 Memorable Games,BobFischer,Chess,4.37,1040,88,385,14.0
36837,Nisei Daughter,Monica Itoi,Nonfiction,3.86,803,88,256,3.0
36840,Stealing Parker,Miranda Kenneally,Young Adult,3.88,19289,88,242,3.0
36841,The Cruelest Month,Louise Penny,Mystery,4.15,57398,88,310,25.0
36842,One Was Lost,Natalie D,Mystery,3.75,3366,88,308,3.0
36843,Jade the Disco Fairy,Daisy Meadows,Childrens,3.82,604,88,72,1.0
36844,Don't Let Me Go,Susan Lewis,Fiction,4.24,2249,88,544,8.0
36846,Within Reach,Robert L,Lds,4.53,100,88,118,3.0
36847,Back Blast,Mark Greaney,Thriller,4.51,9544,88,513,9.0
36848,Rise of the Isle of the Lost,Melissa de,Fantasy,4.06,4060,88,304,5.0
36849,Coming Clean,Kimberly Rae,Nonfiction,3.95,32942,88,272,5.0
36851,Faith,Peter James,Thriller,3.98,1013,88,339,15.0
36853,A History of the World in 6 Glasses,Tom Standage,History,3.77,20219,88,336,2.0
36854,Frostborn,Lou Anders,Fantasy,3.88,1414,88,352,6.0
36855,Royal Blood,Rhys Bowen,Mystery,3.95,12350,88,305,8.0
36858,A Noble Masquerade,Kristi Ann,Romance,4.05,6447,88,365,5.0
36860,Ten Plays,Euripides Moses,Classics,4.17,1816,88,432,2.0
36869,The Guardians of Eastgate,Sherry Leclerc,Fantasy,4.28,195,88,241,9.0
36871,Nest,Terry Goodkind,Thriller,3.64,3086,88,432,5.0
36874,Call Me Tuesday,Leigh Byrne,Nonfiction,4.21,7538,88,328,17.0
36878,Escape from Lucien,Kazu Kibuishi,Graphic Novels,4.36,12727,88,224,6.0
36883,Egomaniac,Vi Keeland,Romance,4.24,35584,88,322,7.0
36886,Southern Storm,Terri Blackstock,Christian Fiction,4.26,6331,88,374,3.0
36890,Please Don't Tell My Parents I've Got Henchmen,Richard Roberts,Superheroes,4.1,1269,88,300,21.0
36891,Archivist Wasp,Nicole Kornher-Stace,Fantasy,3.74,3083,88,268,4.0
36892,Oh-So-Sensible Secretary,Jessica Hart,Romance,3.82,129,88,192,5.0
36893,Dreams & Dew: Poems & Prose,Chriselda Barretto,Adult,4.16,372,88,240,17.0
36894,The Truth in Rented Rooms,Koon Woon,Poetry,4.44,25,88,97,10.0
36900,Emma,Alexander McCall,Fiction,3.22,13035,88,368,3.0
36906,The Sweetest Dark,Shana Abe,Fantasy,3.81,2630,88,352,3.0
36909,Tin Man,Sarah Winman,Fiction,3.98,26677,88,208,4.0
36911,"A History of the Crusades, Vol. II: The Kingdom of Jerusalem and the Frankish East, 1100-1187",Steven Runciman,History,4.37,671,88,538,7.0
36914,Life Among the Savages,Shirley Jackson,Memoir,4.0,5229,88,256,7.0
36915,My Plain Jane,Cynthia Hand,Young Adult,3.78,14604,88,447,3.0
36916,"Invincible: Ultimate Collection, Vol. 5",Robert Kirkman,Comics,4.37,1206,88,336,22.0
36918,Starflight,Melissa Landers,Science Fiction,3.86,11584,88,362,3.0
36921,The Siren Depths,Martha Wells,Fantasy,4.25,3450,88,277,17.0
36928,Never Trust a Liberal Over Three --Especially a Republican,Ann Coulter,Politics,3.81,382,88,390,5.0
36929,The Mage,Inbali Iserles,Fantasy,4.52,561,88,320,6.0
36930,Open Horizons,Sigurd F,Nature,4.25,108,88,246,14.0
36933,The Swimming Pool,Louise Candlish,Thriller,3.61,3534,88,458,4.0
36937,Black Sunday,Tola Rotimi,Fiction,3.83,1526,88,277,15.0
36938,Oval,Elvia Wilk,Fiction,3.41,1045,88,320,13.0
36941,Ghostman,Roger Hobbs,Thriller,3.77,7267,88,400,3.0
36944,A Sliver of Stardust,Marissa Burt,Fantasy,3.76,348,88,384,4.0
36945,Empire Made Me: An Englishman Adrift in Shanghai,Robert Bickers,China,3.85,87,88,410,12.0
